promotionid,promotiondistrictid,promotionname,mediatype,cost,startdate,enddate
1044,123,SuperSavers,Radio,10158.0000,1996-08-15,1996-08-17
1045,123,BigPromo,In-StoreCoupon,14110.0000,1996-08-28,1996-08-29
1046,123,SuperWalletSavers,SundayPaper|Radio|TV,14701.0000,1996-09-12,1996-09-14
1047,123,WalletSavers,CashRegisterHandout,6344.0000,1996-09-24,1996-09-27
1048,123,BigTimeDiscounts,BulkMail,13633.0000,1996-10-08,1996-10-10
1049,123,MoneyGrabbers,TV,12458.0000,1996-10-23,1996-10-24
1050,123,SavingsGalore,StreetHandout,14528.0000,1996-11-07,1996-11-11
1051,123,SavingDays,SundayPaper,7372.0000,1996-11-19,1996-11-23
1052,123,SuperWalletSavers,DailyPaper|Radio,6370.0000,1996-12-05,1996-12-09
1053,123,PriceSlashers,Radio,10068.0000,1996-12-19,1996-12-22
1054,123,ShelfEmptiers,ProductAttachment,10175.0000,1997-01-02,1997-01-06
1055,123,DimesOff,In-StoreCoupon,11563.0000,1997-01-14,1997-01-16
1056,123,TipTopSavings,DailyPaper,13546.0000,1997-01-29,1997-02-01
1057,123,SavingDays,Radio,12117.0000,1997-02-12,1997-02-14
1058,123,SavingsGalore,BulkMail,7605.0000,1997-02-26,1997-03-01
1059,123,SaleWinners,StreetHandout,10194.0000,1997-03-11,1997-03-13
1060,123,DoubleDownSale,SundayPaper|Radio,9955.0000,1997-03-27,1997-03-31
1061,123,PriceCutters,Radio,13399.0000,1997-04-08,1997-04-10
1062,123,PriceWinners,CashRegisterHandout,6924.0000,1997-04-24,1997-04-25
1063,123,TwoforOne,StreetHandout,8058.0000,1997-05-08,1997-05-10
1064,123,ByeByeBaby,SundayPaper|Radio|TV,9528.0000,1997-05-22,1997-05-25
1065,123,UnbeatablePriceSavers,SundayPaper|Radio,7845.0000,1997-06-05,1997-06-07
1066,123,WeekendMarkdown,SundayPaper|Radio|TV,6751.0000,1997-06-19,1997-06-21
1067,123,ICantBelieveItSale,In-StoreCoupon,10332.0000,1997-07-04,1997-07-08
1068,123,ByeByeBaby,ProductAttachment,6167.0000,1997-07-17,1997-07-20
1069,123,SalesDays,Radio,6701.0000,1997-07-30,1997-08-01
1070,123,ThreeforOne,CashRegisterHandout,13643.0000,1997-08-15,1997-08-16
1071,123,PriceSmashers,TV,14524.0000,1997-08-27,1997-08-29
1072,123,BigTimeSavings,DailyPaper|Radio|TV,12067.0000,1997-09-12,1997-09-16
1073,123,SuperDuperSavers,DailyPaper|Radio,7474.0000,1997-09-25,1997-09-27
1074,123,GreenLightSpecial,Radio,9798.0000,1997-10-07,1997-10-09
1075,123,UnbeatablePriceSavers,SundayPaper|Radio|TV,9224.0000,1997-10-23,1997-10-26
1076,123,BagStuffers,SundayPaper,8476.0000,1997-11-06,1997-11-08
1077,123,DimesOff,In-StoreCoupon,10165.0000,1997-11-19,1997-11-22
1078,123,SavingsGalore,SundayPaper|Radio,10526.0000,1997-12-04,1997-12-08
1079,123,DimesOff,BulkMail,8497.0000,1997-12-18,1997-12-21
1080,123,DollarCutters,TV,9458.0000,1997-12-31,1998-01-04
1081,123,MoneySavers,Radio,11955.0000,1998-01-13,1998-01-15
1082,123,WeekendMarkdown,StreetHandout,10353.0000,1998-01-29,1998-02-01
1083,123,YouSaveDays,In-StoreCoupon,9525.0000,1998-02-12,1998-02-16
1084,123,SavingsGalore,CashRegisterHandout,12195.0000,1998-02-26,1998-03-01
1085,123,SalesGalore,SundayPaper|Radio|TV,9565.0000,1998-03-10,1998-03-11
1086,123,SavingDays,CashRegisterHandout,13344.0000,1998-03-26,1998-03-28
1087,123,PickYourSavings,SundayPaper|Radio|TV,14962.0000,1998-04-10,1998-04-13
1088,123,SalesDays,DailyPaper|Radio|TV,9342.0000,1998-04-23,1998-04-25
1089,123,ICantBelieveItSale,DailyPaper|Radio,11585.0000,1998-05-05,1998-05-07
1090,123,FantasticDiscounts,SundayPaper|Radio|TV,13401.0000,1998-05-20,1998-05-21
1091,123,GoForIt,DailyPaper|Radio|TV,9662.0000,1998-06-04,1998-06-07
1092,123,PickYourSavings,DailyPaper,5751.0000,1998-06-17,1998-06-20
1093,123,PriceWinners,DailyPaper|Radio,12867.0000,1998-07-01,1998-07-04
1094,123,GreenLightSpecial,CashRegisterHandout,12719.0000,1998-07-17,1998-07-20
1095,123,ThreeforOne,DailyPaper|Radio|TV,7526.0000,1998-07-29,1998-07-31
1096,123,WeekendMarkdown,SundayPaper|Radio|TV,5323.0000,1998-08-13,1998-08-14
1097,123,WalletSavers,DailyPaper|Radio,11215.0000,1998-08-27,1998-08-30
1098,123,MoneyGrabbers,Radio,6448.0000,1998-09-11,1998-09-14
1099,123,SuperSavers,SundayPaper|Radio|TV,12456.0000,1998-09-24,1998-09-28
1100,123,OneDaySale,StreetHandout,11962.0000,1998-10-07,1998-10-09
1101,123,PriceSmashers,DailyPaper|Radio,8824.0000,1998-10-22,1998-10-24
1102,123,SaleWinners,In-StoreCoupon,9439.0000,1998-11-06,1998-11-09
1103,123,ShelfClearingDays,Radio,13992.0000,1998-11-20,1998-11-22
1104,123,PriceWinners,DailyPaper|Radio,7863.0000,1998-12-02,1998-12-04
1105,123,PriceCutters,SundayPaper,6942.0000,1998-12-16,1998-12-18
1106,123,ICantBelieveItSale,ProductAttachment,5594.0000,1998-12-30,1999-01-02
1108,124,ThreeforOne,In-StoreCoupon,8144.0000,1996-01-17,1996-01-18
1109,124,PriceSavers,DailyPaper|Radio,12097.0000,1996-02-02,1996-02-06
1110,124,FreeForAll,In-StoreCoupon,8785.0000,1996-02-14,1996-02-17
1111,124,MoneyGrabbers,SundayPaper|Radio,10428.0000,1996-02-28,1996-03-01
1112,124,SaleWinners,DailyPaper|Radio,7717.0000,1996-03-14,1996-03-17
1113,124,DoubleDownSale,CashRegisterHandout,6542.0000,1996-03-29,1996-03-31
1114,124,SuperWalletSavers,SundayPaper|Radio,8612.0000,1996-04-09,1996-04-11
1115,124,MysterySale,DailyPaper|Radio,11456.0000,1996-04-23,1996-04-25
1116,124,FreeForAll,Radio,10454.0000,1996-05-10,1996-05-12
1117,124,HighRollerSavings,SundayPaper,11496.0000,1996-05-24,1996-05-26
1118,124,PriceCutters,BulkMail,12849.0000,1996-06-07,1996-06-09
1119,124,ThreeforOne,SundayPaper|Radio|TV,14238.0000,1996-06-20,1996-06-24
1120,124,OneDaySale,DailyPaper|Radio,14945.0000,1996-07-04,1996-07-07
1121,124,DimesOff,SundayPaper,13516.0000,1996-07-17,1996-07-19
1122,124,GoForIt,DailyPaper|Radio,9004.0000,1996-07-31,1996-08-03
1123,124,TipTopSavings,SundayPaper|Radio,11593.0000,1996-08-13,1996-08-15
1124,124,GreenLightSpecial,TV,11354.0000,1996-08-29,1996-08-30
1125,124,SaleWinners,SundayPaper,14798.0000,1996-09-13,1996-09-16
1126,124,SuperWalletSavers,In-StoreCoupon,8323.0000,1996-09-27,1996-09-28
1127,124,PriceWinners,SundayPaper|Radio,6801.0000,1996-10-10,1996-10-12
1128,124,ICantBelieveItSale,DailyPaper,10927.0000,1996-10-24,1996-10-26
1129,124,PriceWinners,CashRegisterHandout,13146.0000,1996-11-07,1996-11-10
1130,124,DollarCutters,SundayPaper,14707.0000,1996-11-20,1996-11-23
1131,124,PickYourSavings,SundayPaper,14387.0000,1996-12-04,1996-12-06
1132,124,WalletSavers,SundayPaper|Radio|TV,10221.0000,1996-12-19,1996-12-20
1133,124,CouponSpectacular,TV,10755.0000,1997-01-01,1997-01-03
1134,124,PriceSlashers,Radio,7698.0000,1997-01-15,1997-01-18
1135,124,WalletSavers,In-StoreCoupon,8579.0000,1997-01-30,1997-02-01
1136,124,SuperSavers,In-StoreCoupon,13466.0000,1997-02-12,1997-02-16
1137,124,Save-ItSale,Radio,8873.0000,1997-02-27,1997-03-02
1138,124,SavingsGalore,StreetHandout,13853.0000,1997-03-13,1997-03-16
1139,124,SavingsGalore,CashRegisterHandout,14525.0000,1997-03-25,1997-03-27
1140,124,UnbeatablePriceSavers,DailyPaper|Radio|TV,13777.0000,1997-04-09,1997-04-12
1141,124,BestSavings,StreetHandout,11401.0000,1997-04-24,1997-04-28
1142,124,DollarCutters,DailyPaper|Radio|TV,14418.0000,1997-05-06,1997-05-08
1143,124,BigPromo,CashRegisterHandout,12388.0000,1997-05-22,1997-05-24
1144,124,DollarDays,CashRegisterHandout,13350.0000,1997-06-04,1997-06-05
1145,124,DoubleYourSavings,TV,5847.0000,1997-06-18,1997-06-21
1146,124,SalesGalore,BulkMail,14245.0000,1997-07-04,1997-07-08
1147,124,MoneyGrabbers,SundayPaper,10760.0000,1997-07-17,1997-07-19
1148,124,DollarCutters,ProductAttachment,13431.0000,1997-08-01,1997-08-05
1149,124,PriceSlashers,SundayPaper|Radio|TV,10044.0000,1997-08-12,1997-08-15
1150,124,PriceSmashers,ProductAttachment,13823.0000,1997-08-28,1997-08-31
1151,124,DimesOff,TV,11539.0000,1997-09-11,1997-09-13
1152,124,DoubleDownSale,StreetHandout,5919.0000,1997-09-24,1997-09-27
1153,124,FreeForAll,Radio,8162.0000,1997-10-08,1997-10-12
1154,124,ShelfClearingDays,Radio,9977.0000,1997-10-24,1997-10-27
1155,124,BigTimeDiscounts,StreetHandout,6239.0000,1997-11-05,1997-11-06
1156,124,BigTimeSavings,CashRegisterHandout,12327.0000,1997-11-18,1997-11-20
1157,124,DoubleYourSavings,Radio,9443.0000,1997-12-02,1997-12-04
1158,124,ShelfClearingDays,DailyPaper,9296.0000,1997-12-17,1997-12-18
1159,124,PickYourSavings,BulkMail,5349.0000,1997-12-30,1997-12-31
1160,124,DollarCutters,StreetHandout,13146.0000,1998-01-14,1998-01-17
1161,124,SaleWinners,SundayPaper|Radio|TV,5135.0000,1998-01-27,1998-01-31
1162,124,BigTimeSavings,StreetHandout,10369.0000,1998-02-11,1998-02-15
1163,124,BestSavings,In-StoreCoupon,13721.0000,1998-02-27,1998-03-01
1164,124,SavingsGalore,SundayPaper|Radio,5883.0000,1998-03-13,1998-03-16
1165,124,TwoDaySale,ProductAttachment,10089.0000,1998-03-24,1998-03-27
1166,124,WeekendMarkdown,SundayPaper,13360.0000,1998-04-08,1998-04-12
1167,124,MysterySale,SundayPaper|Radio|TV,7913.0000,1998-04-22,1998-04-25
1168,124,TwoDaySale,Radio,9128.0000,1998-05-06,1998-05-09
1169,124,UnbeatablePriceSavers,DailyPaper|Radio,10863.0000,1998-05-20,1998-05-23
1170,124,BigTimeSavings,In-StoreCoupon,13580.0000,1998-06-05,1998-06-08
1171,124,UnbeatablePriceSavers,BulkMail,6678.0000,1998-06-19,1998-06-22
1172,124,SalesDays,SundayPaper,12258.0000,1998-07-02,1998-07-04
1173,124,SalesGalore,ProductAttachment,6210.0000,1998-07-15,1998-07-17
1174,124,ShelfClearingDays,SundayPaper,12899.0000,1998-07-30,1998-07-31
1175,124,SalesGalore,DailyPaper|Radio|TV,14541.0000,1998-08-13,1998-08-16
1176,124,OneDaySale,Radio,11831.0000,1998-08-28,1998-09-01
1177,124,SuperDuperSavers,SundayPaper|Radio,8000.0000,1998-09-09,1998-09-12
1178,124,MoneyGrabbers,DailyPaper|Radio|TV,12726.0000,1998-09-22,1998-09-25
1179,124,BigTimeDiscounts,Radio,5569.0000,1998-10-08,1998-10-11
1180,124,DimesOff,DailyPaper|Radio,13158.0000,1998-10-21,1998-10-25
1181,124,DoubleDownSale,DailyPaper|Radio|TV,6856.0000,1998-11-04,1998-11-07
1182,124,WeekendMarkdown,DailyPaper|Radio,6963.0000,1998-11-18,1998-11-21
1183,124,PickYourSavings,In-StoreCoupon,8351.0000,1998-12-04,1998-12-05
1184,124,ByeByeBaby,Radio,9058.0000,1998-12-15,1998-12-19
1187,125,BestSavings,TV,13051.0000,1996-01-17,1996-01-21
1188,125,SavingsGalore,CashRegisterHandout,5467.0000,1996-02-01,1996-02-03
1189,125,OneDaySale,SundayPaper|Radio,6255.0000,1996-02-14,1996-02-18
1190,125,SaleWinners,CashRegisterHandout,8994.0000,1996-03-01,1996-03-02
1191,125,ThreeforOne,SundayPaper|Radio,7473.0000,1996-03-15,1996-03-17
1192,125,SavingDays,SundayPaper|Radio|TV,11598.0000,1996-03-28,1996-03-30
1193,125,SuperWalletSavers,SundayPaper,7259.0000,1996-04-12,1996-04-13
1194,125,BigTimeDiscounts,DailyPaper|Radio,8821.0000,1996-04-25,1996-04-28
1195,125,DoubleDownSale,DailyPaper|Radio,8500.0000,1996-05-09,1996-05-11
1196,125,FantasticDiscounts,In-StoreCoupon,14335.0000,1996-05-21,1996-05-23
1197,125,GoForIt,CashRegisterHandout,14869.0000,1996-06-07,1996-06-11
1198,125,HighRollerSavings,TV,11812.0000,1996-06-20,1996-06-23
1199,125,PriceWinners,SundayPaper,10036.0000,1996-07-04,1996-07-08
1200,125,MoneySavers,SundayPaper|Radio|TV,8914.0000,1996-07-19,1996-07-22
1201,125,FreeForAll,DailyPaper|Radio,14321.0000,1996-07-31,1996-08-01
1202,125,Save-ItSale,DailyPaper|Radio|TV,9301.0000,1996-08-13,1996-08-14
1203,125,SuperWalletSavers,Radio,6070.0000,1996-08-29,1996-09-01
1204,125,MysterySale,StreetHandout,5323.0000,1996-09-12,1996-09-16
1205,125,DoubleYourSavings,DailyPaper,5602.0000,1996-09-27,1996-09-29
1206,125,FreeForAll,StreetHandout,5963.0000,1996-10-10,1996-10-13
1207,125,YouSaveDays,SundayPaper|Radio,13934.0000,1996-10-23,1996-10-26
1208,125,YouSaveDays,SundayPaper|Radio,14895.0000,1996-11-08,1996-11-10
1209,125,SalesDays,DailyPaper,10048.0000,1996-11-22,1996-11-25
1210,125,GoForIt,SundayPaper|Radio,5004.0000,1996-12-03,1996-12-07
1211,125,ShelfEmptiers,SundayPaper,11520.0000,1996-12-19,1996-12-21
1212,125,SaleWinners,Radio,14190.0000,1997-01-03,1997-01-04
1213,125,HighRollerSavings,In-StoreCoupon,11560.0000,1997-01-16,1997-01-18
1214,125,WalletSavers,SundayPaper|Radio|TV,7995.0000,1997-01-31,1997-02-04
1215,125,DollarDays,CashRegisterHandout,13055.0000,1997-02-11,1997-02-14
1216,125,SuperDuperSavers,DailyPaper,10091.0000,1997-02-26,1997-02-27
1217,125,ShelfClearingDays,BulkMail,12334.0000,1997-03-13,1997-03-15
1218,125,DollarCutters,BulkMail,14149.0000,1997-03-26,1997-03-28
1219,125,SavingDays,DailyPaper,10411.0000,1997-04-09,1997-04-11
1220,125,SuperSavers,SundayPaper|Radio,6499.0000,1997-04-24,1997-04-26
1221,125,SaleWinners,DailyPaper,14862.0000,1997-05-08,1997-05-11
1222,125,BigTimeDiscounts,Radio,12059.0000,1997-05-23,1997-05-26
1223,125,PriceWinners,CashRegisterHandout,9521.0000,1997-06-04,1997-06-07
1224,125,Save-ItSale,DailyPaper,7318.0000,1997-06-19,1997-06-20
1225,125,OneDaySale,In-StoreCoupon,9307.0000,1997-07-02,1997-07-04
1226,125,DimesOff,DailyPaper,14541.0000,1997-07-17,1997-07-19
1227,125,DoubleYourSavings,SundayPaper,7893.0000,1997-07-30,1997-08-02
1228,125,GoForIt,DailyPaper|Radio|TV,10055.0000,1997-08-15,1997-08-19
1229,125,PriceDestroyers,StreetHandout,14261.0000,1997-08-27,1997-08-31
1230,125,ByeByeBaby,SundayPaper|Radio|TV,7532.0000,1997-09-11,1997-09-13
1231,125,TwoforOne,BulkMail,8642.0000,1997-09-23,1997-09-25
1232,125,CouponSpectacular,In-StoreCoupon,9858.0000,1997-10-08,1997-10-11
1233,125,Save-ItSale,DailyPaper|Radio|TV,8937.0000,1997-10-22,1997-10-25
1234,125,MysterySale,TV,10245.0000,1997-11-06,1997-11-08
1235,125,GreenLightDays,StreetHandout,13342.0000,1997-11-20,1997-11-22
1236,125,DoubleDownSale,DailyPaper|Radio,6267.0000,1997-12-03,1997-12-07
1237,125,MysterySale,DailyPaper|Radio,10219.0000,1997-12-16,1997-12-17
1238,125,ThreeforOne,DailyPaper|Radio,6908.0000,1997-12-30,1998-01-02
1239,125,MysterySale,StreetHandout,11206.0000,1998-01-14,1998-01-15
1240,125,ByeByeBaby,DailyPaper|Radio|TV,5839.0000,1998-01-28,1998-01-31
1241,125,BigTimeDiscounts,In-StoreCoupon,5940.0000,1998-02-10,1998-02-13
1242,125,TipTopSavings,BulkMail,10666.0000,1998-02-27,1998-03-02
1243,125,FantasticDiscounts,In-StoreCoupon,10854.0000,1998-03-11,1998-03-13
1244,125,BigPromo,Radio,9852.0000,1998-03-27,1998-03-30
1245,125,DollarCutters,SundayPaper|Radio|TV,13550.0000,1998-04-07,1998-04-09
1246,125,SavingsGalore,SundayPaper|Radio,13657.0000,1998-04-21,1998-04-24
1247,125,DoubleDownSale,StreetHandout,5045.0000,1998-05-07,1998-05-10
1248,125,TwoforOne,DailyPaper|Radio|TV,5752.0000,1998-05-21,1998-05-24
1249,125,YouSaveDays,Radio,11668.0000,1998-06-03,1998-06-05
1250,125,BigTimeSavings,TV,9811.0000,1998-06-17,1998-06-20
1251,125,GoForIt,StreetHandout,9745.0000,1998-07-03,1998-07-07
1252,125,PriceDestroyers,DailyPaper|Radio,6226.0000,1998-07-17,1998-07-19
1253,125,TwoDaySale,SundayPaper|Radio|TV,7015.0000,1998-07-29,1998-07-30
1254,125,MysterySale,SundayPaper|Radio,10539.0000,1998-08-11,1998-08-14
1255,125,SalesDays,BulkMail,11674.0000,1998-08-25,1998-08-28
1256,125,DollarCutters,In-StoreCoupon,5799.0000,1998-09-08,1998-09-12
1257,125,PriceWinners,DailyPaper|Radio,11460.0000,1998-09-22,1998-09-25
1258,125,SavingDays,Radio,13022.0000,1998-10-09,1998-10-10
1259,125,SuperDuperSavers,Radio,12702.0000,1998-10-23,1998-10-27
1260,125,SavingsGalore,SundayPaper,5880.0000,1998-11-04,1998-11-08
1261,125,PickYourSavings,ProductAttachment,6414.0000,1998-11-18,1998-11-20
1262,125,SalesGalore,ProductAttachment,7259.0000,1998-12-01,1998-12-03
1263,125,DollarCutters,DailyPaper,5484.0000,1998-12-16,1998-12-18
1264,125,PriceCutters,In-StoreCoupon,13027.0000,1998-12-29,1999-01-02
1266,126,BagStuffers,StreetHandout,13414.0000,1996-01-17,1996-01-20
1267,126,PriceWinners,TV,10184.0000,1996-02-02,1996-02-06
1268,126,PriceSlashers,DailyPaper,9436.0000,1996-02-14,1996-02-16
1269,126,SalesDays,DailyPaper|Radio|TV,9716.0000,1996-02-28,1996-03-02
1270,126,SavingDays,DailyPaper,10077.0000,1996-03-15,1996-03-18
1271,126,SalesDays,TV,8047.0000,1996-03-28,1996-03-29
1272,126,SalesDays,SundayPaper|Radio|TV,9009.0000,1996-04-10,1996-04-13
1273,126,SuperDuperSavers,DailyPaper|Radio,10719.0000,1996-04-25,1996-04-28
1274,126,SaleWinners,DailyPaper|Radio|TV,9117.0000,1996-05-08,1996-05-10
1275,126,PriceCutters,SundayPaper|Radio|TV,5633.0000,1996-05-22,1996-05-25
1276,126,OneDaySale,BulkMail,8303.0000,1996-06-05,1996-06-07
1277,126,GreenLightSpecial,SundayPaper,5673.0000,1996-06-21,1996-06-24
1278,126,PriceWinners,In-StoreCoupon,12108.0000,1996-07-03,1996-07-05
1279,126,YouSaveDays,Radio,7169.0000,1996-07-17,1996-07-21
1280,126,Save-ItSale,ProductAttachment,11548.0000,1996-08-02,1996-08-04
1281,126,DollarCutters,CashRegisterHandout,13791.0000,1996-08-14,1996-08-17
1282,126,BigTimeDiscounts,CashRegisterHandout,8263.0000,1996-08-29,1996-08-31
1283,126,BestSavings,Radio,13115.0000,1996-09-13,1996-09-17
1284,126,ShelfEmptiers,CashRegisterHandout,11859.0000,1996-09-26,1996-09-30
1285,126,OneDaySale,ProductAttachment,8975.0000,1996-10-11,1996-10-15
1286,126,SaleWinners,SundayPaper,6172.0000,1996-10-23,1996-10-24
1287,126,ShelfClearingDays,Radio,10979.0000,1996-11-07,1996-11-10
1288,126,BagStuffers,ProductAttachment,11432.0000,1996-11-22,1996-11-24
1289,126,PriceSlashers,SundayPaper,10765.0000,1996-12-05,1996-12-07
1290,126,Save-ItSale,ProductAttachment,5999.0000,1996-12-17,1996-12-20
1291,126,PriceCutters,SundayPaper|Radio|TV,12006.0000,1997-01-02,1997-01-05
1292,126,PriceSavers,StreetHandout,11513.0000,1997-01-15,1997-01-17
1293,126,ThreeforOne,ProductAttachment,12247.0000,1997-01-29,1997-02-01
1294,126,FreeForAll,StreetHandout,5518.0000,1997-02-12,1997-02-13
1295,126,FantasticDiscounts,SundayPaper|Radio|TV,7415.0000,1997-02-26,1997-03-01
1296,126,GreenLightDays,ProductAttachment,11286.0000,1997-03-13,1997-03-16
1297,126,TwoDaySale,DailyPaper,10365.0000,1997-03-27,1997-03-30
1298,126,DollarDays,SundayPaper|Radio,9017.0000,1997-04-10,1997-04-12
1299,126,ByeByeBaby,SundayPaper|Radio,14771.0000,1997-04-24,1997-04-26
1300,126,GreenLightSpecial,In-StoreCoupon,7695.0000,1997-05-07,1997-05-08
1301,126,MoneySavers,DailyPaper,11647.0000,1997-05-21,1997-05-25
1302,126,DollarDays,DailyPaper|Radio|TV,8336.0000,1997-06-04,1997-06-07
1303,126,DollarDays,DailyPaper|Radio,13881.0000,1997-06-19,1997-06-22
1304,126,PriceSavers,SundayPaper|Radio,11170.0000,1997-07-04,1997-07-05
1305,126,SalesDays,SundayPaper,9995.0000,1997-07-16,1997-07-19
1306,126,BigPromo,CashRegisterHandout,12065.0000,1997-07-30,1997-08-02
1307,126,SalesGalore,ProductAttachment,14908.0000,1997-08-14,1997-08-17
1308,126,ICantBelieveItSale,SundayPaper|Radio|TV,13906.0000,1997-08-27,1997-08-30
1309,126,BigTimeDiscounts,In-StoreCoupon,7605.0000,1997-09-10,1997-09-13
1310,126,SuperWalletSavers,DailyPaper|Radio|TV,7711.0000,1997-09-24,1997-09-27
1311,126,SuperDuperSavers,DailyPaper,9100.0000,1997-10-09,1997-10-10
1312,126,SuperSavers,CashRegisterHandout,7151.0000,1997-10-23,1997-10-27
1313,126,FantasticDiscounts,TV,5722.0000,1997-11-06,1997-11-09
1314,126,BigPromo,SundayPaper,5112.0000,1997-11-21,1997-11-23
1315,126,BagStuffers,CashRegisterHandout,7702.0000,1997-12-04,1997-12-05
1316,126,UnbeatablePriceSavers,Radio,7462.0000,1997-12-17,1997-12-20
1317,126,FreeForAll,In-StoreCoupon,10906.0000,1998-01-01,1998-01-03
1318,126,ByeByeBaby,DailyPaper|Radio,14431.0000,1998-01-14,1998-01-18
1319,126,HighRollerSavings,CashRegisterHandout,5566.0000,1998-01-28,1998-01-29
1320,126,DollarDays,StreetHandout,7035.0000,1998-02-11,1998-02-13
1321,126,SavingDays,Radio,5352.0000,1998-02-25,1998-03-01
1322,126,TipTopSavings,StreetHandout,14258.0000,1998-03-11,1998-03-14
1323,126,Save-ItSale,SundayPaper,13937.0000,1998-03-25,1998-03-27
1324,126,DollarCutters,SundayPaper|Radio,13674.0000,1998-04-08,1998-04-10
1325,126,PriceDestroyers,In-StoreCoupon,14208.0000,1998-04-21,1998-04-22
1326,126,ShelfEmptiers,DailyPaper|Radio,11151.0000,1998-05-07,1998-05-11
1327,126,PriceSlashers,SundayPaper,12031.0000,1998-05-19,1998-05-20
1328,126,DoubleDownSale,TV,9574.0000,1998-06-04,1998-06-07
1329,126,GreenLightDays,SundayPaper|Radio|TV,14982.0000,1998-06-17,1998-06-21
1330,126,WeekendMarkdown,In-StoreCoupon,7305.0000,1998-07-03,1998-07-04
1331,126,SavingDays,StreetHandout,6731.0000,1998-07-15,1998-07-18
1332,126,TwoforOne,ProductAttachment,5983.0000,1998-07-30,1998-08-03
1333,126,SalesGalore,SundayPaper|Radio|TV,6263.0000,1998-08-11,1998-08-13
1334,126,OneDaySale,ProductAttachment,6624.0000,1998-08-26,1998-08-28
1335,126,SuperDuperSavers,SundayPaper,6004.0000,1998-09-09,1998-09-12
1336,126,SuperDuperSavers,SundayPaper,6965.0000,1998-09-22,1998-09-25
1337,126,PriceWinners,In-StoreCoupon,9463.0000,1998-10-08,1998-10-12
1338,126,TipTopSavings,CashRegisterHandout,7860.0000,1998-10-21,1998-10-23
1339,126,BagStuffers,DailyPaper,7032.0000,1998-11-04,1998-11-07
1340,126,BigPromo,DailyPaper|Radio,9702.0000,1998-11-18,1998-11-20
1341,126,CouponSpectacular,StreetHandout,7072.0000,1998-12-03,1998-12-06
1342,126,SalesGalore,DailyPaper|Radio,10851.0000,1998-12-16,1998-12-18
1343,126,PriceCutters,StreetHandout,8568.0000,1998-12-30,1998-12-31
1345,127,Save-ItSale,SundayPaper|Radio|TV,9122.0000,1996-01-18,1996-01-22
1346,127,SalesDays,SundayPaper,10937.0000,1996-02-02,1996-02-06
1347,127,ThreeforOne,BulkMail,7199.0000,1996-02-14,1996-02-16
1348,127,PriceCutters,SundayPaper|Radio,13287.0000,1996-02-28,1996-03-01
1349,127,ByeByeBaby,SundayPaper|Radio|TV,10403.0000,1996-03-12,1996-03-14
1350,127,OneDaySale,DailyPaper|Radio,10256.0000,1996-03-28,1996-03-30
1351,127,ShelfEmptiers,TV,5063.0000,1996-04-12,1996-04-13
1352,127,TipTopSavings,StreetHandout,12860.0000,1996-04-24,1996-04-28
1353,127,YouSaveDays,SundayPaper|Radio|TV,14849.0000,1996-05-07,1996-05-11
1354,127,BagStuffers,SundayPaper|Radio|TV,10083.0000,1996-05-22,1996-05-23
1355,127,UnbeatablePriceSavers,In-StoreCoupon,6090.0000,1996-06-07,1996-06-09
1356,127,DimesOff,CashRegisterHandout,9499.0000,1996-06-19,1996-06-23
1357,127,PriceSlashers,SundayPaper|Radio|TV,6361.0000,1996-07-03,1996-07-04
1358,127,BigTimeSavings,DailyPaper,6976.0000,1996-07-18,1996-07-20
1359,127,SalesGalore,In-StoreCoupon,11528.0000,1996-08-01,1996-08-02
1360,127,ByeByeBaby,SundayPaper|Radio|TV,5399.0000,1996-08-16,1996-08-18
1361,127,FreeForAll,ProductAttachment,14479.0000,1996-08-30,1996-08-31
1362,127,DoubleYourSavings,DailyPaper|Radio|TV,13130.0000,1996-09-10,1996-09-12
1363,127,WalletSavers,DailyPaper|Radio|TV,6228.0000,1996-09-27,1996-09-30
1364,127,PriceWinners,SundayPaper,11808.0000,1996-10-10,1996-10-12
1365,127,DoubleYourSavings,ProductAttachment,5760.0000,1996-10-23,1996-10-25
1366,127,WeekendMarkdown,DailyPaper,6351.0000,1996-11-08,1996-11-10
1367,127,SalesDays,Radio,7994.0000,1996-11-22,1996-11-26
1368,127,BigTimeSavings,SundayPaper|Radio|TV,5283.0000,1996-12-04,1996-12-06
1369,127,UnbeatablePriceSavers,DailyPaper|Radio,14108.0000,1996-12-19,1996-12-21
1370,127,ICantBelieveItSale,Radio,6178.0000,1997-01-02,1997-01-03
1371,127,DollarCutters,SundayPaper|Radio|TV,9022.0000,1997-01-17,1997-01-18
1372,127,FantasticDiscounts,In-StoreCoupon,8020.0000,1997-01-30,1997-01-31
1373,127,SaleWinners,ProductAttachment,9062.0000,1997-02-13,1997-02-17
1374,127,FreeForAll,StreetHandout,9169.0000,1997-02-27,1997-02-28
1375,127,Save-ItSale,ProductAttachment,10557.0000,1997-03-12,1997-03-15
1376,127,MysterySale,DailyPaper|Radio|TV,5167.0000,1997-03-27,1997-03-30
1377,127,DollarCutters,SundayPaper,13738.0000,1997-04-09,1997-04-11
1378,127,ICantBelieveItSale,DailyPaper|Radio,9226.0000,1997-04-23,1997-04-26
1379,127,DimesOff,SundayPaper|Radio,11815.0000,1997-05-06,1997-05-08
1380,127,GreenLightDays,BulkMail,11576.0000,1997-05-22,1997-05-23
1381,127,SavingDays,SundayPaper,5020.0000,1997-06-06,1997-06-09
