productclassid,productid,brandname,productname,SKU,SRP,grossweight,netweight,recyclablepackage,lowfat,unitspercase,casesperpallet,shelfwidth,shelfheight,shelfdepth
64,714,Imagine,ImagineFrozenCheesePizza,62617242932,2.7000,16.2,15.2,1,0,33,7,8.67,13.5,15
64,715,Imagine,ImagineFrozenMushroomPizza,81479577422,1.5500,6.88,4.88,1,1,24,13,4.45,17.6,12.3
34,716,Imagine,ImagineAppleCinnamonWaffles,89534197449,1.8100,6.27,5.26,0,0,3,6,12,15.6,4.45
60,717,Imagine,ImagineFrozenCarrots,77634298205,3.9200,15.2,12.1,1,1,20,6,17.4,12,11
10,718,Imagine,ImagineTurkeyTVDinner,54926684498,2.3200,15,13,1,1,13,10,8.79,17.8,12.9
10,719,Imagine,ImagineChickenTVDinner,12264551520,2.4500,14.4,13.3,1,1,32,5,6.51,10.3,22.5
10,720,Imagine,ImagineBeefTVDinner,48794704079,0.8600,9.18,7.18,0,1,10,13,12.7,16.8,16
28,721,Imagine,ImaginePancakeMix,41468207240,2.2600,14.8,11.8,1,0,20,11,15.1,10.9,3.57
110,722,Imagine,ImagineGrapePopsicles,10648906826,2.8300,20.2,18.2,0,1,27,8,12.6,19.3,13.8
63,723,Imagine,ImagineHomeStyleFrenchFries,62560176253,0.5100,17.6,14.6,1,1,30,6,22.6,18.3,13.9
110,724,Imagine,ImagineLimePopsicles,37565861344,2.9400,19.3,17.2,0,0,34,6,21.1,10.9,20.3
9,725,Imagine,ImagineIceCream,58714897036,1.4900,7.33,5.32,0,0,4,14,21.9,14.8,3.48
9,726,Imagine,ImagineIceCreamSandwich,92958348393,3.2100,8.47,6.47,0,1,5,9,20.1,19.6,10
60,727,Imagine,ImagineFrozenCauliflower,83345150351,1.9100,21,19,1,1,8,8,6.41,20.8,10.4
60,728,Imagine,ImagineFrozenBroccoli,86826367974,1.8900,17.1,15.1,0,1,26,10,19.4,6.38,8.54
60,729,Imagine,ImagineFrozenCorn,22548806071,1.7200,17.7,15.7,1,1,4,12,17.2,7.89,12.5
60,730,Imagine,ImagineFrozenPeas,85267789959,1.7200,9.39,7.39,1,1,30,11,5.75,10.9,17.1
9,731,Imagine,ImaginePopsicles,92913083434,3.8100,13.7,10.6,0,0,9,11,9.89,4.82,20.1
100,732,Imagine,ImagineFrozenChickenThighs,10967703461,0.9100,9.91,7.9,1,0,9,7,21.8,17,8.21
100,733,Imagine,ImagineFrozenChickenWings,89067804217,1.9500,16.6,13.6,1,1,2,11,15.5,3.33,20.5
110,734,Imagine,ImagineLemonPopsicles,66360190510,0.6300,19.1,16.1,0,0,10,14,20.5,7.11,11.5
78,735,Consolidated,ConsolidatedSilkySmoothHairConditioner,89795927405,1.4700,6.51,4.51,0,0,13,8,17.4,5.13,15.3
39,736,Consolidated,ConsolidatedTartarControlToothpaste,60228210091,2.1300,10.1,7.1,0,0,23,10,15.7,5.38,19.1
39,737,Consolidated,ConsolidatedWhiteningToothpast,52901713252,1.2800,11.6,9.6,1,0,2,8,20.9,4.36,8.75
39,738,Consolidated,ConsolidatedToothpaste,58669632077,1.8500,7.12,4.11,1,0,34,8,16.7,19.5,5.17
39,739,Consolidated,ConsolidatedDeodorant,51295928359,2.3800,10.7,8.69,1,0,2,6,14.9,19.8,9.03
79,740,Consolidated,ConsolidatedConditioningShampoo,26301613450,1.9700,12.5,10.5,0,0,13,12,5.15,8.87,13.4
79,741,Consolidated,ConsolidatedExtraMoistureShampoo,47450649142,0.7300,16.2,14.2,0,0,4,8,3.44,9.12,17.3
88,742,Consolidated,ConsolidatedAngledToothbrush,81694100499,2.4700,11.7,10.6,0,0,14,10,19.2,4.35,13.7
79,743,Consolidated,ConsolidatedApricotShampoo,72080902457,0.9600,9.42,7.42,1,0,27,8,19,15.3,19.3
70,744,Consolidated,ConsolidatedChildrensAspirin,75562120079,3.9100,13,11,1,0,1,9,17.3,15.6,3.21
70,745,Consolidated,ConsolidatedBufferedAspirin,11284558176,0.8500,8.57,6.56,1,0,27,5,13.1,10.8,19.6
71,746,Consolidated,Consolidated200MGIbuprofen,74003542065,3.9800,10,8,1,0,12,7,18.3,9.84,9.2
72,747,Consolidated,Consolidated200MGAcetominifen,92865876555,1.8300,13.6,11.6,1,0,15,5,16.6,10,13
73,748,Consolidated,ConsolidatedHCLNasalSpray,65801325440,2.2000,9.19,6.18,1,0,6,10,12.4,5.32,9.48
73,749,Consolidated,ConsolidatedDishwasherDetergent,53901426196,2.6700,12.8,10.8,1,0,16,12,10.6,5.58,13.3
75,750,Consolidated,ConsolidatedMulti-SymptomColdRemedy,31193812489,1.9500,15.5,12.5,0,0,29,10,15.8,4.73,22.3
75,751,Consolidated,ConsolidatedChildrensColdRemedy,54629549384,2.1900,11,9,0,0,26,10,11.6,19.9,18.7
74,752,Consolidated,ConsolidatedLaundryDetergent,91159701943,0.8500,14.7,12.6,0,0,29,8,9.9,20.2,22.6
74,753,Consolidated,ConsolidatedMintMouthwash,17735335230,1.8900,16.5,13.5,1,0,5,14,20,9.24,7.08
80,754,Cormorant,Cormorant60WattLightbulb,23503254055,2.5700,12,9,1,0,31,10,15.8,4.47,3.51
56,755,Cormorant,CormorantPlasticForks,75414523482,2.9800,15.6,13.6,1,0,6,12,14.1,4.72,7.36
56,756,Cormorant,CormorantPlasticSpoons,15301037430,2.6800,17.1,16.1,1,0,19,9,19.3,3.7,16.9
56,757,Cormorant,CormorantPlasticKnives,36450073122,1.4700,20.7,18.7,0,0,29,11,17.6,3.95,20.7
101,758,Cormorant,CormorantC-SizeBatteries,70693524479,3.1900,17.5,14.5,1,0,19,7,13.3,19.3,16.6
80,759,Cormorant,Cormorant100WattLightbulb,61080326437,1.8900,18,16,0,0,22,11,14.4,22.7,16.5
101,760,Cormorant,CormorantAAA-SizeBatteries,40659413933,1.8700,21.7,18.7,0,0,25,9,12.7,22.9,20.3
55,761,Cormorant,CormorantPaperPlates,90283982157,1.7000,18.1,16.1,0,0,4,7,12.6,13.8,6.53
55,762,Cormorant,CormorantPaperCups,63002966046,3.7000,21.8,18.7,0,0,36,6,10.9,14,10.3
80,763,Cormorant,Cormorant75WattLightbulb,57963170409,2.5500,6.32,5.32,1,0,5,14,12,17.4,10.2
22,764,Cormorant,CormorantToiletBowlCleaner,89919920563,3.8100,15.9,13.8,0,0,32,7,8.31,19,4.2
22,765,Cormorant,CormorantCounterCleaner,18998720049,1.9200,19.6,16.6,0,0,36,6,6.6,19.2,8.06
22,766,Cormorant,CormorantGlassCleaner,20193236470,0.6200,20.1,18.1,1,0,3,9,7.71,22.6,7.91
80,767,Cormorant,Cormorant25WattLightbulb,43628973364,1.4500,16.9,15.8,1,0,2,8,12.5,3.52,8.92
101,768,Cormorant,CormorantAA-SizeBatteries,80159125924,2.7600,20.5,18.5,0,0,12,9,10.8,3.77,12.7
101,769,Cormorant,CormorantD-SizeBatteries,96734759211,0.5900,21,20,0,0,9,9,11.9,7.13,12.6
18,770,Cormorant,CormorantPaperTowels,12502678036,1.8300,8.73,6.72,0,0,18,11,10.2,7.38,16.4
18,771,Cormorant,CormorantSoftNapkins,64413947463,1.1200,21.1,20.1,1,0,26,5,10.1,18.2,22.6
18,772,Cormorant,CormorantScentedTissue,39419632554,1.9400,6.95,4.94,1,0,28,9,11.1,21.7,21.9
18,773,Cormorant,CormorantToiletPaper,26240512728,0.7100,10.6,7.6,1,0,32,7,9.45,22,5.8
18,774,Cormorant,CormorantTissues,60483964085,2.4500,6.11,4.11,1,0,29,7,5.25,17.2,22.2
18,775,Cormorant,CormorantScentedToiletTissue,50870766043,0.9500,20.7,19.7,1,0,7,13,18.2,9.38,22.6
20,776,Cormorant,CormorantRoomFreshener,30449853539,3.8900,6.21,4.21,1,0,17,6,3.41,8.36,12.2
40,777,Cormorant,CormorantFryingPan,80074421763,3.7200,17.7,15.7,1,0,8,11,19.2,3.59,8.64
87,778,Cormorant,CormorantCopperCleaner,52793405652,2.7200,21.3,19.2,1,0,18,13,17.5,3.84,12.5
47,779,Cormorant,CormorantBeesWaxCandles,47753610014,1.8100,8.09,5.09,0,0,30,11,22.6,3,21.5
87,780,Cormorant,CormorantSilverCleaner,79710360169,2.8400,19.5,18.5,0,0,21,7,18.4,18.2,17.9
86,781,Cormorant,CormorantCopperPotScrubber,43908330798,3.9500,7.24,5.23,0,0,31,9,16.7,18.4,21.8
85,782,Cormorant,CormorantEconomyToiletBrush,99983676075,2.3400,9.02,7.02,1,0,36,11,6.86,7.5,6.25
41,783,Cormorant,CormorantScissors,33419412970,2.4700,12.6,11.6,1,0,10,13,5.15,7.76,10.1
42,784,Cormorant,CormorantLargeSponge,69949565529,0.5200,8.17,7.17,1,0,1,9,20.9,22.9,6.53
41,785,Cormorant,CormorantScrewDriver,86525198817,2.2800,9.63,8.63,1,0,21,10,6.13,21.9,16
65,786,Footnote,FootnoteExtraLeanHamburger,92293117642,0.9700,13.2,11.1,0,0,25,9,4.42,22.2,19.9
65,787,Footnote,FootnoteSeasonedHamburger,54204387068,1.4900,13,11,0,1,32,11,7.55,7,11.7
104,788,Excel,ExcelMonthlySportsMagazine,29210072159,0.5500,21,19,0,0,24,8,9.98,21.1,18.6
108,789,Excel,ExcelMonthlyAutoMagazine,50359107851,3.6200,19.7,18.7,1,0,12,7,21.4,22.1,19
107,790,Excel,ExcelMonthlyComputerMagazine,84602559208,0.7700,12.4,9.39,1,0,28,8,3.61,19.4,6.37
105,791,Excel,ExcelMonthlyHomeMagazine,62304272055,2.1500,8.39,6.39,0,0,16,7,22.9,13.6,17.6
106,792,Excel,ExcelMonthlyFashionMagazine,41883359551,2.1300,7.1,5.09,1,0,13,6,14.4,14.6,18
61,793,Ebony,EbonySummerSquash,91507927775,2.8500,12,11,0,0,26,11,16.7,11.3,6.94
61,794,Ebony,EbonyCornontheCob,64226911664,1.2000,7.26,6.26,0,1,21,6,5.14,14.6,10.3
61,795,Ebony,EbonyAsparagus,59187116026,0.9600,21.6,20.6,0,1,12,11,20.6,20.3,20.1
61,796,Ebony,EbonySweetPeas,91143866181,1.3200,6.29,5.28,1,1,28,5,16.5,8.45,16.8
61,797,Ebony,EbonyNewPotatos,55341836810,2.1900,7.96,4.96,1,1,8,8,5.76,22.1,5.72
61,798,Ebony,EbonyBeets,32634223103,2.7100,14.6,11.6,0,1,6,5,9.78,11.7,10.5
61,799,Ebony,EbonyPreparedSalad,79972090125,2.8400,20.8,18.7,1,0,30,12,3.16,10.2,22.9
61,800,Ebony,EbonyOnions,81383071541,3.2600,11.5,9.5,1,1,16,11,7.37,8.78,22.7
61,801,Ebony,EbonyGreenPepper,74056574702,2.6500,10.8,8.8,0,0,21,6,17.6,15.7,22.2
61,802,Ebony,EbonyShitakeMushrooms,79824493527,2.9900,12.4,10.3,1,1,30,13,18.2,6.14,13.6
61,803,Ebony,EbonyLettuce,65637893080,3.5100,21.4,19.3,0,1,18,13,4.15,9.25,5.21
61,804,Ebony,EbonyElephantGarlic,40643578171,2.2100,7.48,4.48,0,0,6,7,6.92,16.3,6.44
61,805,Ebony,EbonyRedPepper,61792613863,2.8800,16.9,13.8,0,1,14,9,14.3,20.5,7.88
61,806,Ebony,EbonyGarlic,72133935093,2.6000,8.1,6.1,1,0,32,13,21.1,13.5,7.53
61,807,Ebony,EbonyPotatos,62520737051,1.4100,21.1,20.1,0,0,33,13,8.7,6.98,22.8
61,808,Ebony,EbonyCauliflower,30882783532,1.3900,19.4,17.3,1,0,6,9,14.1,18.2,15.2
61,809,Ebony,EbonyTomatos,80507351756,1.2200,18.7,16.7,1,1,4,7,5.12,20.7,14.7
61,810,Ebony,EbonyMushrooms,29324205517,0.5700,21.7,19.7,1,0,22,13,12.5,10.1,10.6
61,811,Ebony,EbonyBabyOnion,48186540007,2.9700,17.4,15.3,1,0,26,14,11.3,15.6,11.3
61,812,Ebony,EbonyDriedMushrooms,80143290162,3.3400,20.9,18.8,1,0,28,11,21,21.7,17.1
61,813,Ebony,EbonyFreshLimaBeans,44341260790,1.4500,14.3,11.3,1,0,30,8,9.16,21.5,18.6
61,814,Ebony,EbonySquash,21633647084,1.7300,18.7,16.7,0,0,3,9,21.5,21,9.13
99,815,Ebony,EbonyLimes,68971514105,0.9200,11.7,9.69,0,0,8,7,8.6,17.4,10.7
67,816,Ebony,EbonyFirmTofu,15501666665,2.2900,17.3,15.2,1,1,4,10,21.1,6.01,15.7
1,817,Ebony,EbonyAlmonds,98175169825,1.6800,17.2,14.2,1,1,8,6,21,15.1,15.1
99,818,Ebony,EbonyMacintoshApples,68560245633,1.3500,21.5,19.5,1,0,34,11,15.2,3.51,15.6
99,819,Ebony,EbonyGoldenDelciousApples,54373645186,2.7700,18.5,16.5,1,0,10,13,3.95,10.2,20.9
99,820,Ebony,EbonyRedDelciousApples,95477200150,0.7000,7.36,5.36,0,0,2,13,20.4,15.3,11.3
99,821,Ebony,EbonyLemons,50528365969,1.9100,7.65,5.65,1,0,28,14,22.7,10,15.6
99,822,Ebony,EbonyFancyPlums,60869687199,1.8600,18.4,17.3,0,1,9,6,7.27,16.6,14.1
99,823,Ebony,EbonyPlums,51256489157,3.4300,7.28,6.28,1,1,25,13,13.8,16.1,22
99,824,Ebony,EbonyPeaches,54737706780,2.1100,19.3,16.2,1,1,9,5,4.02,19.1,20.5
61,825,Ebony,EbonyBroccoli,14362275004,2.8300,20,18,1,1,31,6,8.76,19.4,9.7
99,826,Ebony,EbonyMandarinOranges,41962087750,1.8300,9.79,7.78,1,0,29,11,9.83,6.84,14.7
1,827,Ebony,EbonyMixedNuts,60824422240,0.9500,8.29,7.28,1,0,20,6,22.3,10.3,4.66
1,828,Ebony,EbonyCannedPeanuts,68879042267,1.2900,19.4,17.3,0,1,32,8,10.9,22.4,3.04
61,829,Ebony,EbonySweetOnion,56979143023,2.1700,15.6,14.6,0,1,21,7,12.8,20.2,13.6
99,830,Ebony,EbonyCantelope,34271529316,2.4500,8.11,7.1,0,0,9,8,18.8,17.8,12.7
99,831,Ebony,EbonyHoneyDew,81609396338,1.5800,8.79,6.78,0,1,2,8,4.84,20.4,6.91
99,832,Ebony,EbonyFujiApples,28139548897,3.2400,15,13,0,0,32,13,7.02,11.1,11.8
1,833,Ebony,EbonyWalnuts,20813052058,2.3900,18.8,16.7,0,0,25,10,9.68,3.9,5.01
99,834,Ebony,EbonyOranges,26580970883,2.9600,9.96,7.96,0,1,32,5,17.5,10.2,14.6
99,835,Ebony,EbonyTangerines,78492240309,3.4900,13.4,12.3,0,0,17,13,16.1,17.4,7.97
1,836,Ebony,EbonyPartyNuts,84476624131,1.1800,20.9,17.8,1,1,8,9,6.3,20.4,7.49
24,837,Curlew,CurlewLox,15625659823,1.6200,8.97,6.97,0,0,19,13,6.38,8.74,10.6
2,838,Curlew,CurlewScallops,49869111180,2.5800,6.87,3.86,0,1,4,10,20.4,17.8,8.06
45,839,Nationeel,NationeelLowFatCookies,40255913138,0.6600,14.4,11.3,0,0,2,7,20.6,15.3,5.07
12,840,Nationeel,NationeelBBQPotatoChips,43737130761,1.3700,17,16,1,0,34,8,4.38,16.8,11.1
12,841,Nationeel,NationeelCornChips,93361698985,1.8500,10.4,7.39,1,1,18,6,12.1,18.9,22.6
12,842,Nationeel,NationeelLowFatBBQChips,42178552746,3.2000,18.9,16.8,1,0,33,10,6.91,4.21,16.8
45,843,Nationeel,NationeelSugarCookies,61040887236,2.9400,8.24,6.23,1,0,22,6,14.3,18.1,9.56
45,844,Nationeel,NationeelChocolateChipCookies,69095507264,3.3100,17.1,14.1,1,0,22,10,11.3,20.1,13.6
45,845,Nationeel,NationeelFudgeCookies,45978567004,1.4200,7.31,5.3,1,1,8,7,16.1,19.8,5.99
45,846,Nationeel,NationeelFudgeBrownies,23270953297,1.7100,16.3,13.2,0,0,31,9,11.8,19.6,5.07
12,847,Nationeel,NationeelPotatoChips,70608820319,3.8400,19.7,17.7,1,0,4,8,11.5,20.1,8.37
45,848,Nationeel,NationeelLemonCookies,17138972878,2.2600,13.9,12.8,0,0,23,5,16.4,14.4,7.04
45,849,Nationeel,NationeelGrahamCrackers,99812476038,1.6500,8.31,6.31,0,0,31,12,9.02,7.69,8.19
82,850,Nationeel,NationeelCheeseCrackers,15580394864,1.3300,7.17,6.17,0,1,18,6,15.9,20.1,10.4
54,851,Nationeel,NationeelButteredPopcorn,67491664290,2.5100,9.31,6.31,0,1,7,5,6.93,12.7,19.1
54,852,Nationeel,NationeelNoSaltPopcorn,42497349381,0.6900,8.63,6.63,0,1,15,9,16,21.8,11.2
54,853,Nationeel,NationeelLowFatPopcorn,94361411929,3.8800,10.6,8.6,0,1,28,6,5.9,12,15.4
83,854,Nationeel,NationeelSalsaDip,38604863286,1.6000,10.9,7.89,1,0,11,8,17.7,14.5,12.2
83,855,Nationeel,NationeelAvocadoDip,28991665244,2.4100,10.2,8.19,0,1,25,5,16.9,18,21.7
46,856,Nationeel,NationeelSaltedPretzels,32472882866,2.3900,15.5,13.5,1,1,9,8,14.3,17.6,17
83,857,Nationeel,NationeelCheeseDip,58195320963,2.2200,11.7,8.69,1,0,9,5,15.8,17.6,17.6
83,858,Nationeel,NationeelFondueMix,30914304852,2.2200,6.98,5.98,0,0,5,8,4.22,20.8,20.9
84,859,Nationeel,NationeelMiniDonuts,49776639342,1.3100,16.3,14.2,0,0,16,7,5.3,13,22.3
17,860,Nationeel,NationeelBeefJerky,57831259369,2.3400,17,15,1,1,31,11,21.2,21.1,18.9
84,861,Nationeel,NationeelChocolateDonuts,45931360125,2.4500,8.95,6.94,0,0,25,11,4.78,8.6,15.8
12,862,Nationeel,NationeelLowFatChips,12006705403,2.7300,9.7,8.69,0,0,29,12,19.4,14.4,7.51
82,863,Nationeel,NationeelSesameCrackers,35442442297,2.9800,10.8,7.8,1,1,25,14,7.5,4.84,16.5
45,864,Nationeel,NationeelFrostedCookies,95874724984,1.6300,12.5,10.5,1,1,34,5,6.4,15.2,12.9
109,865,Nationeel,NationeelDriedApples,88548228144,2.7900,9.63,7.63,1,0,22,11,12.6,6.39,3.2
109,866,Nationeel,NationeelAppleFruitRoll,94316146969,3.4600,11.2,10.1,0,1,26,14,13.2,16.7,14.5
109,867,Nationeel,NationeelStrawberryFruitRoll,56227416396,1.8800,12.3,11.3,1,1,23,8,12.5,19.4,8.48
109,868,Nationeel,NationeelRaspberryFruitRoll,31233101487,3.5800,14.4,12.3,1,0,5,13,15.3,6.52,9.72
109,869,Nationeel,NationeelGrapeFruitRoll,52382137179,2.1200,17,15,1,0,15,5,9.3,11.4,8.3
109,870,Nationeel,NationeelDriedDates,86625588536,1.9700,20,18,1,0,9,12,14.8,11.8,14.2
109,871,Nationeel,NationeelRaisins,40425171256,2.5400,17.1,14.1,1,1,9,12,22.4,5.29,9.54
109,872,Nationeel,NationeelGoldenRaisins,43906388878,2.5200,19.2,16.2,0,0,9,5,4.08,19,20.7
109,873,Nationeel,NationeelDriedApricots,69628826975,2.3500,13.4,12.3,0,0,17,6,18.8,18.9,21.9
84,874,Nationeel,NationeelFrostedDonuts,42347810864,1.5900,11.4,10.3,0,0,28,8,20.9,20.1,14.4
36,875,Thresher,ThresherTastyCandyBar,61210145354,3.4400,17.5,16.5,1,1,26,10,6.35,6.51,11.8
36,876,Thresher,ThresherMintChocolateBar,69264765381,1.7100,20.9,17.8,0,1,23,12,15.9,12.5,17.6
36,877,Thresher,ThresherMaltedMilkBalls,57364866137,1.5800,10.3,8.3,1,0,7,7,22.8,19.8,5.32
36,878,Thresher,ThresherSemi-SweetChocolateBar,34657252430,1.8700,18.8,17.7,1,0,4,5,16.5,11.8,9.55
37,879,Thresher,ThresherBubbleGum,58092989325,1.1100,11.7,9.69,1,1,9,11,3.56,8.31,11.1
38,880,Thresher,ThresherSpicyMints,83406100869,3.6500,11.1,8.1,0,0,34,11,10.8,8.53,13.2
38,881,Thresher,ThresherMints,99981734156,1.8100,7.2,5.19,0,0,7,7,10.9,17.1,14.2
36,882,Thresher,ThresherWhiteChocolateBar,15749652981,2.4900,11.5,9.5,1,1,26,9,5.17,5.5,14.7
5,883,Monarch,MonarchRavioli,67660922408,2.9000,8.2,5.19,1,0,18,10,8.85,22.2,5.2
5,884,Monarch,MonarchManicotti,42666607499,2.6000,13,10,0,0,22,12,5.3,7.26,15.5
5,885,Monarch,MonarchSpaghetti,63815643191,1.3800,13.3,11.3,1,1,35,10,7.64,21.9,19.8
57,886,Monarch,MonarchThaiRice,98059094548,3.1100,8.44,6.43,0,0,7,6,17.1,18.6,13.2
57,887,Monarch,MonarchRiceMedly,88445896506,1.8000,13.2,11.1,0,0,24,5,3.7,18.1,21.1
5,888,Discover,DiscoverRavioli,68024984002,0.8800,8.06,6.06,0,1,5,6,8.42,13.5,14.6
5,889,Discover,DiscoverManicotti,58628250956,1.6100,16,14,1,0,7,5,22.4,17.8,16.4
5,890,Discover,DiscoverSpaghetti,31347234845,2.6100,21.7,20.7,1,1,6,10,3.54,5.15,21.5
57,891,Discover,DiscoverThaiRice,26307439208,2.4700,19.3,17.2,0,0,9,13,12,13,21.6
57,892,Discover,DiscoverRiceMedly,58264189362,2.7300,14.5,13.5,1,0,27,9,20.6,5.19,20
43,893,Pearl,PearlImportedBeer,22462159991,0.9100,11.6,8.6,0,0,33,7,6.52,18.5,20.3
44,894,Pearl,PearlLightWine,23656676411,0.5700,9.87,6.86,1,0,11,5,15.9,11.7,5.89
44,895,Pearl,PearlChardonnayWine,47092413306,0.6500,16.2,15.2,0,0,2,6,7.95,10,18.8
44,896,Pearl,PearlChablisWine,83622565865,2.6800,10.7,8.69,0,0,31,12,12,15.2,20.5
44,897,Pearl,PearlMerlotWine,10198199152,0.5400,9.01,7.01,0,0,8,11,21.5,8.46,6.07
44,898,Pearl,PearlChardonnay,94485405087,1.7400,15.4,12.3,0,0,34,12,13.4,6.68,19
44,899,Pearl,PearlWhiteZinfandelWine,56396674513,1.9200,19.9,17.8,0,0,20,13,17.3,13.6,12.6
43,900,Pearl,PearlLightBeer,31402359604,1.8600,10.3,8.3,0,0,11,5,9.28,11.8,5.64
27,901,Fantastic,FantasticPumpernickelBread,52551395297,2.9900,13.5,11.5,1,0,23,13,4.06,13.2,14.6
27,902,Fantastic,FantasticWhiteBread,86794846653,0.9700,9.8,8.8,1,0,18,8,15.4,18.7,17.7
27,903,Fantastic,FantasticRyeBread,77181648612,2.5200,21.4,18.3,1,1,4,14,16.1,13.1,8.45
26,904,Fantastic,FantasticEnglishMuffins,56760736107,1.5000,7.94,4.94,1,0,28,6,12.9,15.9,9.44
26,905,Fantastic,FantasticCranberryMuffins,16385304331,2.3300,20.5,18.5,0,0,25,8,17.2,19.3,4.88
26,906,Fantastic,FantasticMuffins,79104288220,0.6300,11.6,9.6,0,0,26,9,5.1,5.63,14.5
25,907,Fantastic,FantasticBagels,15043191313,3.4200,6.04,4.03,1,1,27,5,17.1,12.1,10.6
26,908,Fantastic,FantasticBlueberryMuffins,46999941468,0.6900,18.6,16.6,1,1,19,10,12.5,3.32,13.6
27,909,Fantastic,FantasticWheatBread,11197912096,1.5500,10.6,8.6,0,1,13,7,13.9,4.15,10.5
49,910,BBBBest,BBBBestSesameOil,12392428517,1.8400,15.4,14.3,0,1,13,7,6.97,20,16.3
53,911,BBBBest,BBBBestChunkyPeanutButter,35828165411,1.9700,6.97,3.96,0,1,10,14,7.18,17.5,13.3
51,912,BBBBest,BBBBestHotChocolate,72358317971,2.6300,14.5,11.5,1,1,19,13,16.2,7.19,22.8
50,913,BBBBest,BBBBestBrownSugar,88933951258,1.7800,14.3,12.3,1,0,24,11,18.3,3.01,22.3
50,914,BBBBest,BBBBestWhiteSugar,94701870083,2.4600,6.76,3.76,1,1,3,6,13,8.32,16.5
90,915,BBBBest,BBBBestFrenchRoastCoffee,45396098494,2.8700,17.1,15.1,0,0,34,6,5.87,10.4,12.6
90,916,BBBBest,BBBBestDecafCoffee,20401783585,2.5700,15.2,13.1,1,0,6,6,16.8,14.7,18.2
90,917,BBBBest,BBBBestRegularCoffee,41550819277,1.1200,17.2,15.2,0,0,16,11,4.02,21.5,22.6
49,918,BBBBest,BBBBestVegetableOil,75794270634,2.9700,13.5,11.5,0,1,15,13,17.7,9.12,3.72
49,919,BBBBest,BBBBestCornOil,66181072592,1.5400,15.5,13.5,1,1,4,7,20.5,16.2,4.95
48,920,BBBBest,BBBBestTomatoSauce,45760160088,0.7300,8.09,6.09,1,0,30,11,3.86,4.84,16.6
49,921,BBBBest,BBBBestCanolaOil,95384728312,1.3500,16.1,14.1,0,0,30,13,14.7,13.4,6.04
33,922,BBBBest,BBBBestGrapePreserves,68103712201,2.5900,13.2,10.1,0,1,30,13,22.2,6.85,21.3
90,923,BBBBest,BBBBestColumbianCoffee,63063916563,1.4400,16.2,14.2,0,0,18,8,8.02,16.2,22.2
31,924,BBBBest,BBBBestStrawberryJelly,35999365448,2.7000,21.2,18.2,0,0,30,5,13.1,15.4,10.7
4,925,BBBBest,BBBBestPepper,90197336077,0.7600,11.4,9.39,0,1,4,5,18.3,12.9,13
33,926,BBBBest,BBBBestLowFatAppleButter,67489722371,0.5600,8.86,6.85,1,1,25,11,19.1,21.9,10.7
4,927,BBBBest,BBBBestSalt,24827589392,0.6300,7.72,5.71,0,1,36,9,15.9,19.8,15.4
33,928,BBBBest,BBBBestAppleButter,61357741951,1.6500,9.38,7.38,1,1,33,12,15.1,8.04,21.8
4,929,BBBBest,BBBBestOregano,54031245112,0.5300,12.8,11.8,1,0,28,8,14.7,19.6,10.1
31,930,BBBBest,BBBBestAppleJelly,59799163937,1.4800,7.65,4.65,1,0,5,14,19.2,6.24,8.64
32,931,BBBBest,BBBBestGrapeJam,45612563490,1.9000,20.2,17.2,0,0,9,10,3.29,20.7,9.08
32,932,BBBBest,BBBBestAppleJam,20618248581,1.5900,12.2,10.1,0,0,3,14,15.8,9.33,13.4
32,933,BBBBest,BBBBestStrawberryJam,31341258883,3.3800,10.2,9.19,1,1,28,5,19.2,17.3,8.37
53,934,BBBBest,BBBBestCreamyPeanutButter,41682580113,1.1000,12.8,11.8,0,0,20,11,3.14,7.76,9.45
33,935,BBBBest,BBBBestStrawberryPreserves,32069382071,2.8000,7.54,4.53,0,1,6,11,19.4,8.78,20.4
53,936,BBBBest,BBBBestExtraChunkyPeanutButter,35550599694,2.7800,6.49,5.48,0,0,23,8,4.29,3.42,17.6
33,937,BBBBest,BBBBestApplePreserves,85175167918,3.6100,21.8,18.7,1,1,25,10,3.3,18,12.2
31,938,BBBBest,BBBBestGrapeJelly,33992021679,1.6100,17,14,1,0,32,13,10.6,8.03,5.65
30,939,Fabulous,FabulousBerryJuice,52854356169,0.7000,10.8,8.8,0,0,19,13,3.2,11.2,16.9
52,940,Fabulous,FabulousMangoDrink,84811106324,2.8400,14.5,12.5,0,0,23,11,21.4,11.4,20.8
52,941,Fabulous,FabulousStrawberryDrink,49009076952,3.9500,18.3,16.2,0,0,35,10,10.6,20.6,11.9
19,942,Fabulous,FabulousCreamSoda,79714244008,2.3400,17.7,14.7,0,0,13,13,7.84,6.4,16.4
19,943,Fabulous,FabulousDietSoda,37052111029,2.4700,18.6,16.6,1,0,1,12,12.4,8.69,11.2
19,944,Fabulous,FabulousCola,73582263588,0.8800,16.4,15.3,1,0,17,13,19.9,14,21.9
19,945,Fabulous,FabulousDietCola,66255766749,2.2800,12.3,9.3,0,0,5,12,19.2,8.24,13.2
30,946,Fabulous,FabulousOrangeJuice,72023685574,2.8500,6,4,1,0,2,11,5.4,21.1,10.2
30,947,Fabulous,FabulousCranberryJuice,57837085127,0.6500,16,15,1,0,11,8,7.47,18.5,16.9
30,948,Fabulous,FabulousAppleJuice,98940640091,2.9600,16.9,13.8,0,0,34,7,12,20.8,11.6
